cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:head...origin/master;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:head..origin/master;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:origin/master;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:hf;effect:process;path:qwen/qwen2.5-3b-instruct-gguf;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:llama-cli;effect:process;path:../llama.cpp-latest;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:llama-completion;effect:process;path:../llama.cpp-latest;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:ls;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:nl;effect:read;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:python3;effect:write;path:docs/visexp;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:docs/design/readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:collector/src/sinks;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/user_task_benchmark.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:tmpdir_mktemp;effect:process;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:tmpdir_mktemp;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:wc;effect:read;path:docs/design/papers;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:subagent;cmd:spawn;effect:process;path:docs/visexp/evaluate_artifacts.py_n-;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:subagent;cmd:spawn;effect:process;path:docs/visexp/out;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:subagent;cmd:spawn;effect:process;path:docs/visexp/user_task_benchmark.py_n-;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:cat;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:system.svg;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:token.svg;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:git;effect:read;path:docs/visexp;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:jq;effect:read;path:docs/sample-snapshot.json;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:nl;effect:read;path:collector/src/model.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:nl;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:nl;effect:read;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:nl;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:python3;effect:process;path:docs/visexp/paper;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/design;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/visexp/_.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/src;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:collector/src/main.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:docs/visexp/paper;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:frontend/src/app;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:frontend/src/utils;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sort;effect:process;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;path:docs/design/papers;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/product-scope-agent-native.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/vis;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:osdi-experiment-design/references;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:skills/paper-logic;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/experiment_plan.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/experiment_tracker.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:git;effect:read;path:docs/visexp/user_task_benchmark.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:nl;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:nl;effect:read;path:docs/visexp/experiment_tracker.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:nl;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:nl;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_tracker.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:rg;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:rg;effect:read;path:docs/visexp/user_task_benchmark.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:sed;effect:read;path:osdi-experiment-design/references;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:cargo;effect:process;path:docs/design/vis;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:.claude/projects;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:yunwei37/.codex;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:git;effect:read;path:docs/design/vis;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:jq;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:write;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:docs/design/vis;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/cli_db.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_perf.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:docs/design/product-scope-agent-native.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:find;effect:read;path:.html;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:find;effect:read;path:.svg;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:find;effect:read;path:summary.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:python3;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:sed;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:awk;effect:process;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:find;effect:read;path:docs/visexp;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:ls;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:sed;effect:read;path:osdi-experiment-design/references;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:sed;effect:read;path:skills/osdi-experiment-design;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:tail;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/out;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:6s;effect:process;path:.bun/bin;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:6s;effect:process;path:.opencode/bin;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:90s;effect:process;path:tmp/tmp.qdm4ucdcp9;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:file;effect:process;path:.opencode/bin;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:eunomia-bpf/agentsight;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:network;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:read;path:collector/src/main.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:read;path:collector/src/server;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:read;path:readme.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:read;path:readme.zh-cn.md;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:git;effect:repo;path:origin/master;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:nl;effect:read;path:collector/src/cmd_exec.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:nl;effect:read;path:collector/src/main.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:pgrep;effect:process;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:python3;effect:process;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:python;effect:process;path:tmp/tmp.4bkgivefop;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:rg;effect:read;path:collector/src/analyzers;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:rg;effect:read;path:collector/tests;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:rustfmt;effect:process;path:collector/src/cmd_exec.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:rustfmt;effect:process;path:collector/src/cmd_trace.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:rustfmt;effect:process;path:collector/src/runners;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_exec.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_perf_live.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/event.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/model.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:tmp_mktemp;effect:process;path:.opencode/bin;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:tmp_mktemp;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:which;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:inspect;tool:shell;cmd:git;effect:network;path:origin/master;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:claude;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:gh;effect:process;path:eunomia-bpf/agentsight;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:git;effect:read;path:collector/src/cli_db.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:git;effect:read;path:collector/src/server;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:nl;effect:read;path:collector/src/cmd_exec.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:nl;effect:read;path:collector/src/sinks;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_trace.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:rg;effect:read;path:collector/src/main.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:rg;effect:read;path:collector/src/runners;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:sed;effect:read;path:bpf/sslsniff.c;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:sed;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:-n;effect:process;path:bpf/sslsniff;status:observed
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:-n;effect:process;path:no/such;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:30s;effect:process;path://bin;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:6s;effect:process;path:.opencode/bin;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:cargo;effect:test;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:gh;effect:process;path:eunomia-bpf/agentsight;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:read;path:collector/src/analyzers;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:bpf/sslsniff.c;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:codex/fail-binary-path-attach;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:collector/src/runners;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:collector/vendor/bpf;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:install;effect:process;path:bpf/sslsniff;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:install;effect:process;path:collector/vendor/bpf;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:make;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:ps;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:.rs;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:collector/src/runners;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:sed;effect:read;path:collector/src/runners;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:tmp_mktemp;effect:process;path://bin;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:tool;cmd:write;effect:process;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:-v;effect:process;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:5s;effect:process;path:bpf/sslsniff;status:fail
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:agentsight;effect:process;path:target/debug;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:git;effect:read;status:ok
all,codex,0.433,0.433,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:nl;effect:read;path:collector/src/view;status:ok
